candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
80,SKY130,130,MUX2,MUX2_4,MUX2_4,4,"A0_to_X__A1=0,S=0",0,3,18,5.8500000000000005,9.0,1.833348190152736,32.530360891505055,4.04700142385148,0.13009048570028794,typical,5,typical,54
12,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.9726012784745912,-1.2059266365201609,6.259999776927439,0.07064304407482438,typical,5,typical,55
21,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.8187219241622168,31.551882986273128,3.3283805387207113,0.10441754525612838,typical,5,typical,56
86,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.77833781405983,-7.617966004796514,6.448807158647082,0.0327552173057999,typical,5,typical,57
90,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.8063896956488907,28.340640796216547,11.760170706860432,0.05631726935679891,typical,5,typical,58
24,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.974451156320706,7.828544826524784,5.333281716909491,0.06471975595336144,typical,5,typical,59
33,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.8203312872942876,79.93598592882948,2.3780221632808654,0.15336772506406846,typical,5,typical,60
60,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.6928839413452983,32.97373006869789,6.658018328282919,0.03334712667832683,typical,5,typical,61
71,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.8711475886680542,91.4278761561284,9.634271020472054,0.07615073942994598,typical,5,typical,62
37,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.7736703211256888,11.875882902486559,3.430577875579604,0.07779833480410535,typical,5,typical,63
