seed,heldout_corner,uncertainty_weight,diversity_weight,support_rows,delay_r2,delay_mae,delay_rmse,power_r2,power_mae,power_rmse,delay_r2_inv,delay_r2_nand2,delay_r2_nor2,delay_r2_xor2,worst_cell_delay_r2,spearman,kendall_tau,top20_precision,top20_recall,ndcg_top20
0,ss,1.0,0.0,20,0.6584927255491719,0.12547058274455497,0.19633589250605593,0.9230469212863254,0.5460934221235788,0.754450665795457,0.8378249660134863,0.6655632654891237,0.6548691293390567,0.49205533075788144,0.49205533075788144,0.9389711064129668,0.8202959830866807,0.8888888888888888,0.8888888888888888,0.9869349642349918
0,ss,1.0,0.0,24,0.6604744889883509,0.12082794685026042,0.1957653960045744,0.9310980856441209,0.5447476818773667,0.7138936032398546,0.8756914224960602,0.6915982109541343,0.6187137360133143,0.47297321561957284,0.47297321561957284,0.9168428470754051,0.7758985200845665,0.7777777777777778,0.7777777777777778,0.9784038241165475
0,typical,0.0,1.0,0,0.8180575968569859,0.05465240001586171,0.06882313946274395,0.9513284217931068,0.43033455194128806,0.5605001710448033,0.7908828087075424,-0.20701924442869002,0.8526022434507159,0.8437680956024876,-0.20701924442869002,0.9725158562367865,0.8668076109936574,0.7777777777777778,0.7777777777777778,0.9888704560605655
0,typical,0.0,1.0,4,0.7715172366799092,0.05655870846744795,0.07712483317239231,0.9526061427237151,0.40031579977340354,0.5530941477685819,0.6807224834757337,0.16245525103929082,0.7798865345349096,0.8529445533328638,0.16245525103929082,0.9704016913319238,0.8646934460887948,0.8888888888888888,0.8888888888888888,0.9967637095208152
0,typical,0.0,1.0,8,0.8011364349107348,0.050730501238162876,0.07195237385679755,0.9524826012784877,0.40908157994791666,0.5538145531469102,0.6973944563760669,0.5012212523336688,0.853928624121044,0.8168424568463191,0.5012212523336688,0.975616631430585,0.8837209302325582,0.8888888888888888,0.8888888888888888,0.9974433175692696
0,typical,0.0,1.0,12,0.8512389154239343,0.04689205414665118,0.06223177443562252,0.9515157910645934,0.4178343220170451,0.5594202617727734,0.9061368486260499,0.653947454585413,0.9079218717994129,0.6801823006540034,0.653947454585413,0.969274136715997,0.8604651162790697,0.8888888888888888,0.8888888888888888,0.9970536866356543
0,typical,0.0,1.0,16,0.8708638920926823,0.042941567738636374,0.057981755836320384,0.9466864946925596,0.42253966998106063,0.5866197142602909,0.9272048671038177,0.6538338153159458,0.936629642935405,0.6939295034878489,0.6538338153159458,0.973784355179704,0.8794926004228328,0.8888888888888888,0.8888888888888888,0.9966278344008601
0,typical,0.0,1.0,20,0.8833279514537397,0.0413759787439631,0.05511260357366213,0.9452125637012965,0.45801378371212104,0.5946734160078759,0.921897928676725,0.5035648876348797,0.9254778217316159,0.7794125471095255,0.5035648876348797,0.9746300211416489,0.8752642706131077,0.8888888888888888,0.8888888888888888,0.9966278344008601
0,typical,0.0,1.0,24,0.8888893185821596,0.03960206305350383,0.05378304934686535,0.9474520743433057,0.44752351756628744,0.5823925669980003,0.9481861752930957,0.6946716495823656,0.9333887281867769,0.7410749694799947,0.6946716495823656,0.9746300211416489,0.8837209302325582,0.8888888888888888,0.8888888888888888,0.9966278344008601
0,typical,0.25,0.75,0,0.8180575968569859,0.05465240001586171,0.06882313946274396,0.9513284217931068,0.4303345519412883,0.5605001710448034,0.7908828087075422,-0.20701924442869002,0.8526022434507159,0.8437680956024876,-0.20701924442869002,0.9725158562367865,0.8668076109936574,0.7777777777777778,0.7777777777777778,0.9888704560605655
0,typical,0.25,0.75,4,0.7595344556922952,0.06309452267956915,0.07912139658258677,0.9612261345008042,0.37619962923768907,0.5002735994725933,0.653673982023506,-0.5691016059810885,0.8051608819681378,0.8737512081968197,-0.5691016059810885,0.975616631430585,0.8816067653276956,0.8888888888888888,0.8888888888888888,0.997240371103113
0,typical,0.25,0.75,8,0.8201410671001312,0.05555063500828596,0.06842794892480127,0.958169025674114,0.38112361515151477,0.519621395867039,0.7915040979289012,-0.31233979630251696,0.8441504444990777,0.8730302928737382,-0.31233979630251696,0.9822410147991542,0.8942917547568711,0.8888888888888888,0.8888888888888888,0.9974681005006109
0,typical,0.25,0.75,12,0.8398544182135013,0.05200072606474906,0.06456913926409392,0.9579721157680392,0.380109408996212,0.5208429604375746,0.8224836614895623,-0.17134290832240784,0.8736919400105789,0.8606032864780974,-0.17134290832240784,0.9822410147991542,0.8985200845665962,0.7777777777777778,0.7777777777777778,0.9930114051689831
0,typical,0.25,0.75,16,0.8690848805764058,0.044963131331676114,0.058379775349972705,0.9508353484404095,0.4271876228101324,0.563332124390728,0.8669371410400242,0.30527614561670136,0.9069685958809567,0.8323904742006559,0.30527614561670136,0.9764622973925299,0.8816067653276956,0.8888888888888888,0.8888888888888888,0.9974433175692696
0,typical,0.25,0.75,20,0.8576420991718245,0.04573517314892792,0.06087770951688414,0.9525403762959698,0.40722505034327644,0.5534777672725248,0.8937641754978901,0.28349063173015343,0.9063903921982873,0.758174164428717,0.28349063173015343,0.9767441860465116,0.8794926004228328,0.8888888888888888,0.8888888888888888,0.9974433175692696
0,typical,0.25,0.75,24,0.8516604775788288,0.0422336141522254,0.062143535050312455,0.9486590900918327,0.42771118929924157,0.5756649871205086,0.9210978762204258,0.570371252178095,0.9256794911567092,0.6480148594367268,0.570371252178095,0.972938689217759,0.86892177589852,0.8888888888888888,0.8888888888888888,0.9977051402143945
